captain_id,city,vehicle_type,signup_month,captain_type,rides_week1,rides_week2,rides_week3,rides_week4,ride_decay_rate,night_rides_ratio,peak_hour_ratio,cancellation_rate,avg_ride_duration,avg_fare_per_km,petrol_cost_sensitivity,estimated_daily_earnings,zone_switches,incentive_claimed,streak_completed,app_opens_per_day,support_tickets,payment_method_pref,is_churned
CAP08335,Hyderabad,auto,11,parttime,38,23,18,16,0.564,0.522,0.647,0.04,32.4,17.09,0.929,350.0,1,1,0,6,3,paytm,0
CAP08336,Delhi,auto,9,fulltime,65,58,28,11,0.818,0.483,0.23,0.14,20.7,18.2,0.345,230.0,2,1,0,2,0,gpay,0
CAP08337,Hyderabad,bike,1,fulltime,80,57,45,21,0.728,0.603,0.355,0.22,11.6,10.41,0.345,227.0,1,0,0,9,0,gpay,1
CAP08338,Hyderabad,bike,9,fulltime,92,80,43,26,0.71,0.378,0.823,0.192,15.9,12.62,0.097,353.0,1,1,0,6,1,qr_scan,0
CAP08339,Pune,bike,12,fulltime,86,54,42,24,0.713,0.605,0.409,0.087,15.2,7.0,0.535,205.0,0,0,1,7,0,gpay,0
CAP08340,Pune,bike,7,fulltime,74,42,24,11,0.84,0.771,0.227,0.146,16.5,8.84,0.351,111.0,3,1,0,8,0,gpay,1
CAP08341,Hyderabad,bike,12,fulltime,74,58,43,27,0.627,0.304,0.218,0.22,17.4,12.63,0.442,355.0,0,1,0,5,2,gpay,0
CAP08342,Bengaluru,auto,2,parttime,28,18,9,7,0.724,0.864,0.591,0.117,27.8,20.45,0.396,169.0,2,1,0,7,0,gpay,0
CAP08343,Hyderabad,auto,11,parttime,24,20,18,7,0.68,0.849,0.639,0.14,23.8,18.66,0.471,150.0,2,0,1,6,0,amazon_pay,0
CAP08344,Delhi,bike,5,parttime,29,25,20,11,0.6,0.353,0.241,0.22,20.6,9.47,0.204,108.0,4,1,0,2,0,paytm,0
CAP08345,Chennai,auto,2,parttime,24,20,11,4,0.8,0.305,0.247,0.071,28.0,17.58,0.48,87.0,2,1,0,6,0,paytm,1
CAP08346,Pune,auto,5,parttime,33,24,20,18,0.441,0.227,0.188,0.111,23.9,21.89,0.086,467.0,5,1,0,6,1,paytm,0
CAP08347,Bengaluru,auto,7,fulltime,76,69,64,51,0.325,0.302,0.373,0.04,24.5,20.96,0.189,1368.0,2,0,0,6,0,cash,0
CAP08348,Hyderabad,auto,5,parttime,24,18,12,6,0.72,0.411,0.546,0.14,11.9,19.21,0.307,132.0,2,0,1,8,1,gpay,0
CAP08349,Chennai,bike,2,fulltime,89,55,34,15,0.822,0.141,0.426,0.155,12.9,10.12,0.638,171.0,1,0,0,2,0,qr_scan,0
CAP08350,Pune,bike,11,fulltime,92,72,39,26,0.71,0.673,0.081,0.22,17.2,11.8,0.441,319.0,4,1,1,10,2,paytm,0
CAP08351,Bengaluru,auto,5,fulltime,74,57,43,20,0.72,0.382,0.323,0.14,24.8,17.3,0.493,397.0,2,0,0,7,1,cash,0
CAP08352,Pune,auto,12,fulltime,65,52,29,19,0.697,0.078,0.573,0.069,32.3,19.43,0.234,458.0,2,0,0,6,0,gpay,0
CAP08353,Hyderabad,auto,12,parttime,26,15,13,7,0.704,0.7,0.442,0.14,26.8,22.14,0.269,178.0,5,1,0,9,0,paytm,0
CAP08354,Bengaluru,bike,10,parttime,42,34,19,12,0.698,0.923,0.693,0.22,20.1,11.65,0.916,145.0,5,0,1,6,1,qr_scan,0
CAP08355,Bengaluru,bike,6,fulltime,71,50,25,16,0.764,0.089,0.749,0.089,18.5,12.72,0.785,247.0,3,1,0,4,0,gpay,1
CAP08356,Bengaluru,bike,5,fulltime,82,65,61,21,0.735,0.44,0.417,0.22,22.3,11.33,0.088,247.0,2,1,0,3,0,gpay,1
CAP08357,Hyderabad,bike,2,fulltime,81,74,47,36,0.549,0.544,0.235,0.107,19.7,13.0,0.34,557.0,1,0,0,8,3,gpay,0
CAP08358,Bengaluru,bike,6,parttime,34,23,17,11,0.657,0.912,0.475,0.22,13.8,12.8,0.392,146.0,2,1,1,7,1,gpay,1
CAP08359,Bengaluru,bike,6,fulltime,86,66,38,27,0.678,0.451,0.423,0.085,12.8,10.87,0.199,358.0,3,1,0,8,0,gpay,1
CAP08360,Pune,bike,12,parttime,31,26,14,7,0.75,0.357,0.342,0.22,22.3,10.0,0.128,73.0,5,0,0,6,1,paytm,1
CAP08361,Bengaluru,bike,2,fulltime,93,55,36,33,0.638,0.13,0.521,0.216,11.5,8.49,0.706,293.0,3,0,0,5,1,paytm,1
CAP08362,Bengaluru,bike,4,parttime,30,20,17,9,0.677,0.729,0.704,0.22,9.7,10.48,0.649,98.0,2,1,0,9,2,gpay,0
CAP08363,Hyderabad,bike,7,fulltime,63,38,27,13,0.781,0.402,0.121,0.22,15.7,9.8,0.471,132.0,1,0,0,6,1,paytm,0
CAP08364,Hyderabad,bike,1,parttime,28,24,17,6,0.759,0.645,0.435,0.22,13.8,7.76,0.414,48.0,3,1,1,3,2,qr_scan,1
CAP08365,Chennai,bike,1,fulltime,75,64,41,28,0.618,0.788,0.403,0.08,17.0,8.06,0.167,277.0,1,1,0,7,1,amazon_pay,0
CAP08366,Hyderabad,auto,11,parttime,39,26,14,11,0.7,0.944,0.592,0.068,22.2,13.83,0.436,189.0,1,1,0,4,1,gpay,0
CAP08367,Pune,bike,12,fulltime,76,42,34,15,0.792,0.447,0.163,0.22,19.8,10.73,0.404,167.0,3,1,0,2,0,gpay,0
CAP08368,Chennai,bike,11,parttime,24,17,7,5,0.76,0.615,0.235,0.22,21.5,10.66,0.375,55.0,1,0,0,7,1,qr_scan,0
CAP08369,Bengaluru,auto,6,fulltime,82,45,41,14,0.819,0.171,0.589,0.05,21.5,18.02,0.454,320.0,1,0,0,3,0,gpay,0
CAP08370,Bengaluru,bike,7,parttime,23,15,12,8,0.625,0.717,0.51,0.22,17.0,10.24,0.105,85.0,5,1,0,9,2,paytm,0
CAP08371,Hyderabad,bike,12,fulltime,84,53,32,12,0.847,0.557,0.161,0.22,16.5,10.82,0.257,135.0,1,1,1,1,0,amazon_pay,0
CAP08372,Hyderabad,bike,5,fulltime,78,50,43,38,0.506,0.432,0.595,0.22,20.3,7.93,0.331,313.0,1,0,0,3,1,gpay,0
CAP08373,Chennai,auto,12,fulltime,83,68,42,21,0.738,0.543,0.267,0.058,23.3,14.5,0.645,382.0,1,1,0,5,1,amazon_pay,0
CAP08374,Hyderabad,bike,10,parttime,30,25,15,9,0.677,0.491,0.251,0.116,9.8,10.0,0.545,106.0,2,0,1,9,0,amazon_pay,1
CAP08375,Hyderabad,auto,8,fulltime,74,61,36,21,0.707,0.597,0.093,0.123,25.1,17.51,0.348,430.0,1,1,0,8,0,gpay,0
CAP08376,Bengaluru,auto,11,fulltime,84,73,47,32,0.612,0.512,0.502,0.14,26.2,15.83,0.723,581.0,3,0,0,2,0,amazon_pay,0
CAP08377,Bengaluru,bike,4,fulltime,76,65,56,30,0.597,0.431,0.252,0.22,13.7,11.23,0.266,350.0,2,0,1,5,2,cash,0
CAP08378,Hyderabad,bike,3,parttime,34,27,15,13,0.6,0.614,0.736,0.22,10.5,12.46,0.194,168.0,5,0,1,8,1,qr_scan,0
CAP08379,Hyderabad,bike,7,fulltime,87,55,41,22,0.739,0.333,0.266,0.22,10.5,11.3,0.209,259.0,2,1,1,9,0,qr_scan,0
CAP08380,Hyderabad,bike,4,parttime,16,11,5,3,0.765,0.913,0.714,0.22,22.9,8.33,0.345,26.0,6,1,0,1,1,gpay,1
CAP08381,Bengaluru,bike,1,parttime,21,15,14,8,0.591,0.469,0.836,0.22,14.3,9.18,0.541,76.0,6,1,1,3,0,amazon_pay,1
CAP08382,Chennai,auto,11,parttime,32,26,14,6,0.788,0.831,0.446,0.14,24.9,19.29,0.301,133.0,4,1,1,2,0,cash,0
CAP08383,Pune,bike,8,fulltime,76,58,50,47,0.377,0.611,0.455,0.22,14.0,12.84,0.363,628.0,1,0,1,6,0,cash,0
CAP08384,Bengaluru,bike,5,parttime,21,17,9,6,0.682,0.478,0.333,0.22,18.8,11.72,0.587,73.0,8,1,0,3,0,cash,0
CAP08385,Hyderabad,auto,8,fulltime,88,53,35,23,0.73,0.396,0.658,0.14,22.3,17.94,0.171,473.0,0,0,0,4,0,amazon_pay,0
CAP08386,Delhi,bike,8,fulltime,77,49,28,20,0.731,0.634,0.372,0.22,16.6,10.36,0.673,215.0,1,1,0,5,1,gpay,1
CAP08387,Bengaluru,bike,12,fulltime,73,41,33,21,0.703,0.278,0.599,0.22,22.3,10.83,0.731,237.0,2,0,0,3,1,paytm,0
CAP08388,Hyderabad,auto,5,parttime,20,15,11,8,0.571,0.76,0.511,0.072,22.5,19.81,0.479,196.0,7,0,0,8,2,paytm,1
CAP08389,Bengaluru,auto,8,fulltime,81,75,38,18,0.768,0.295,0.5,0.099,17.6,19.05,0.251,412.0,0,0,0,6,0,paytm,0
CAP08390,Chennai,bike,7,fulltime,79,60,51,48,0.388,0.06,0.458,0.22,20.1,10.59,0.313,529.0,1,1,0,7,0,paytm,0
CAP08391,Bengaluru,auto,3,parttime,29,18,16,8,0.7,0.601,0.201,0.069,29.2,19.92,0.348,198.0,1,1,0,4,3,gpay,0
CAP08392,Delhi,bike,4,fulltime,63,50,24,14,0.766,0.651,0.231,0.22,19.5,11.98,0.304,174.0,4,0,0,4,0,paytm,0
CAP08393,Chennai,bike,11,parttime,31,25,12,11,0.625,0.877,0.818,0.22,15.1,13.82,0.447,158.0,6,1,0,8,1,gpay,1
CAP08394,Pune,bike,12,parttime,29,22,10,5,0.8,0.403,0.582,0.22,17.0,8.79,0.832,46.0,5,0,1,8,0,cash,0
CAP08395,Chennai,bike,7,fulltime,97,67,38,17,0.816,0.768,0.515,0.22,23.4,8.5,0.353,150.0,1,0,1,3,0,amazon_pay,0
CAP08396,Hyderabad,bike,4,fulltime,87,76,69,50,0.42,0.642,0.356,0.22,17.6,16.0,0.638,832.0,2,1,1,5,0,qr_scan,0
CAP08397,Hyderabad,bike,6,fulltime,88,65,35,32,0.629,0.717,0.407,0.159,25.6,10.65,0.688,382.0,2,0,0,7,0,gpay,0
CAP08398,Pune,auto,12,parttime,21,19,17,16,0.227,0.657,0.369,0.14,23.8,19.62,0.386,360.0,2,1,0,7,2,paytm,0
CAP08399,Delhi,bike,2,parttime,29,18,10,4,0.833,0.595,0.141,0.09,15.7,9.16,0.517,44.0,2,0,0,8,0,paytm,0
CAP08400,Hyderabad,auto,12,fulltime,66,42,35,18,0.716,0.548,0.307,0.14,23.4,19.89,0.288,411.0,0,1,0,3,0,qr_scan,0
CAP08401,Delhi,bike,2,parttime,29,16,11,9,0.667,0.804,0.09,0.22,16.2,13.99,0.374,131.0,4,0,0,8,3,gpay,1
CAP08402,Hyderabad,auto,3,parttime,21,14,7,3,0.818,0.843,0.047,0.103,19.9,18.02,0.127,65.0,1,1,0,7,1,qr_scan,1
CAP08403,Hyderabad,bike,10,parttime,35,22,19,10,0.694,0.606,0.51,0.22,22.3,12.42,0.446,129.0,0,0,0,2,0,gpay,0
CAP08404,Hyderabad,bike,7,parttime,29,25,11,7,0.733,0.575,0.237,0.192,18.5,10.26,0.679,77.0,3,0,1,9,1,gpay,0
CAP08405,Bengaluru,bike,3,fulltime,78,59,26,12,0.835,0.223,0.653,0.158,15.9,9.05,0.131,122.0,2,0,0,5,1,gpay,0
CAP08406,Bengaluru,auto,12,fulltime,84,48,32,11,0.859,0.349,0.292,0.139,38.9,17.82,0.26,225.0,0,0,0,5,2,paytm,0
CAP08407,Bengaluru,auto,3,parttime,32,22,14,5,0.818,0.719,0.193,0.075,29.8,20.38,0.603,126.0,2,1,1,8,1,gpay,0
CAP08408,Hyderabad,bike,4,parttime,32,26,20,18,0.424,0.548,0.035,0.139,20.8,13.7,0.566,283.0,5,0,0,9,1,cash,1
CAP08409,Hyderabad,bike,10,fulltime,82,61,28,17,0.783,0.214,0.379,0.22,19.7,10.35,0.436,183.0,1,0,0,8,0,gpay,0
CAP08410,Hyderabad,bike,6,fulltime,86,59,46,42,0.506,0.32,0.215,0.22,16.6,14.4,0.334,629.0,1,0,0,6,0,paytm,0
CAP08411,Delhi,auto,1,fulltime,78,47,33,19,0.747,0.436,0.551,0.14,25.2,17.47,0.203,381.0,1,1,0,3,2,qr_scan,0
CAP08412,Hyderabad,auto,6,parttime,32,26,15,12,0.606,0.744,0.281,0.04,27.1,17.48,0.337,268.0,3,0,0,5,0,paytm,1
CAP08413,Hyderabad,auto,8,parttime,38,23,15,6,0.821,0.713,0.518,0.14,34.8,18.14,0.489,125.0,7,1,0,9,1,gpay,1
CAP08414,Bengaluru,auto,12,parttime,34,30,14,5,0.829,0.756,0.775,0.14,29.3,16.23,0.216,93.0,1,1,0,3,1,paytm,1
CAP08415,Bengaluru,auto,8,fulltime,85,80,53,29,0.651,0.398,0.336,0.14,19.4,17.76,0.798,591.0,2,1,0,2,0,paytm,0
CAP08416,Chennai,bike,6,fulltime,87,67,48,17,0.795,0.467,0.402,0.22,15.6,8.7,0.355,154.0,2,0,0,8,0,amazon_pay,0
CAP08417,Hyderabad,auto,6,fulltime,84,50,38,24,0.706,0.487,0.141,0.14,28.1,18.95,0.713,522.0,1,0,0,8,1,paytm,0
CAP08418,Chennai,bike,3,parttime,28,23,10,7,0.724,0.467,0.434,0.145,12.5,9.43,0.626,75.0,5,0,0,4,1,qr_scan,1
CAP08419,Bengaluru,auto,2,fulltime,83,50,41,17,0.786,0.056,0.528,0.14,17.6,14.18,0.717,276.0,0,1,1,3,3,qr_scan,0
CAP08420,Hyderabad,bike,7,fulltime,76,69,41,24,0.675,0.269,0.092,0.22,16.1,12.86,0.483,321.0,0,1,0,8,0,qr_scan,0
CAP08421,Bengaluru,bike,8,fulltime,88,69,43,38,0.562,0.352,0.374,0.22,20.9,12.49,0.503,494.0,2,1,0,2,0,gpay,0
CAP08422,Bengaluru,bike,10,parttime,31,26,21,14,0.531,0.417,0.624,0.09,17.7,7.22,0.48,123.0,5,1,0,10,1,paytm,0
CAP08423,Bengaluru,bike,6,fulltime,67,53,49,31,0.529,0.361,0.52,0.08,19.1,12.78,0.339,486.0,5,1,0,4,2,gpay,0
CAP08424,Bengaluru,bike,5,parttime,22,16,11,8,0.609,0.41,0.342,0.22,14.1,12.65,0.818,105.0,4,0,0,10,0,gpay,0
CAP08425,Bengaluru,bike,4,parttime,34,25,12,10,0.686,0.27,0.661,0.144,24.4,16.0,0.297,183.0,3,1,0,7,0,qr_scan,0
CAP08426,Bengaluru,bike,1,fulltime,82,69,52,43,0.47,0.248,0.143,0.22,19.6,11.56,0.644,517.0,3,1,0,7,0,qr_scan,0
CAP08427,Delhi,bike,9,fulltime,75,68,64,32,0.566,0.251,0.473,0.22,17.9,9.74,0.308,324.0,2,0,0,4,0,gpay,1
CAP08428,Bengaluru,bike,11,parttime,26,16,7,2,0.889,0.924,0.209,0.162,21.9,11.07,0.217,25.0,1,0,0,3,1,gpay,0
CAP08429,Bengaluru,bike,10,parttime,23,13,6,3,0.833,0.293,0.427,0.22,19.3,12.36,0.152,39.0,6,1,0,6,1,paytm,1
CAP08430,Bengaluru,auto,4,parttime,30,17,11,9,0.677,0.8,0.714,0.04,18.9,24.78,0.12,285.0,2,0,1,6,1,amazon_pay,0
CAP08431,Hyderabad,auto,2,fulltime,93,83,37,22,0.755,0.404,0.485,0.14,31.2,17.35,0.615,438.0,0,1,0,5,1,gpay,0
CAP08432,Bengaluru,bike,4,parttime,24,14,8,6,0.72,0.668,0.356,0.22,21.7,11.89,0.558,74.0,2,1,0,8,1,gpay,1
CAP08433,Pune,auto,11,fulltime,89,71,39,31,0.644,0.254,0.491,0.059,29.0,22.08,0.38,859.0,2,0,1,9,1,paytm,1
CAP08434,Delhi,auto,5,parttime,34,22,16,11,0.657,0.316,0.569,0.14,15.1,14.97,0.45,189.0,4,1,0,7,2,qr_scan,1
CAP08435,Bengaluru,bike,2,parttime,28,21,11,5,0.793,0.579,0.341,0.22,18.2,11.47,0.52,60.0,2,0,1,6,2,cash,0
CAP08436,Hyderabad,bike,7,parttime,22,12,7,4,0.783,0.519,0.206,0.14,16.8,12.53,0.486,57.0,2,1,0,5,2,gpay,1
CAP08437,Bengaluru,bike,3,parttime,41,32,29,18,0.548,0.424,0.375,0.08,23.7,12.99,0.499,287.0,3,0,0,4,1,gpay,1
CAP08438,Chennai,bike,8,parttime,34,30,23,16,0.514,0.867,0.596,0.22,10.5,7.69,0.51,128.0,2,0,0,8,2,gpay,1
CAP08439,Hyderabad,auto,4,fulltime,89,58,48,40,0.544,0.117,0.495,0.063,18.6,18.16,0.236,908.0,3,0,1,5,0,cash,0
CAP08440,Bengaluru,bike,12,parttime,36,24,17,6,0.811,0.556,0.322,0.22,14.6,13.88,0.328,87.0,3,0,0,4,0,paytm,0
CAP08441,Bengaluru,bike,11,parttime,23,14,7,3,0.833,0.513,0.459,0.22,13.6,13.09,0.188,41.0,2,0,0,8,1,gpay,1
CAP08442,Chennai,auto,5,fulltime,81,48,32,25,0.683,0.547,0.424,0.14,20.0,21.08,0.122,604.0,2,0,1,9,0,gpay,0
CAP08443,Hyderabad,bike,3,parttime,27,15,8,6,0.75,0.798,0.116,0.087,19.8,9.89,0.26,72.0,5,1,1,7,1,qr_scan,0
CAP08444,Bengaluru,bike,11,parttime,20,16,9,4,0.762,0.363,0.181,0.22,14.9,10.39,0.14,43.0,3,0,0,13,2,gpay,1
CAP08445,Chennai,bike,5,parttime,28,19,16,9,0.655,0.688,0.164,0.198,10.1,7.0,0.134,67.0,2,0,0,7,0,gpay,1
CAP08446,Hyderabad,bike,9,fulltime,81,59,52,33,0.585,0.382,0.593,0.176,21.4,11.78,0.228,427.0,1,1,1,10,1,gpay,0
CAP08447,Pune,bike,11,fulltime,91,61,34,23,0.739,0.11,0.562,0.22,17.5,10.93,0.423,261.0,5,0,0,8,0,gpay,0
CAP08448,Bengaluru,bike,2,parttime,30,25,16,9,0.677,0.74,0.606,0.08,18.9,11.71,0.114,129.0,1,0,0,9,1,qr_scan,0
CAP08449,Pune,bike,7,fulltime,85,69,64,49,0.419,0.639,0.683,0.22,15.6,12.64,0.444,644.0,3,0,1,3,0,gpay,0
CAP08450,Chennai,bike,10,parttime,35,28,21,13,0.611,0.345,0.561,0.22,17.2,10.78,0.344,146.0,1,1,0,9,2,amazon_pay,0
CAP08451,Bengaluru,bike,8,parttime,32,27,23,12,0.606,0.698,0.568,0.22,14.6,11.43,0.351,143.0,2,1,0,9,1,amazon_pay,0
CAP08452,Chennai,bike,3,fulltime,87,68,48,29,0.659,0.354,0.3,0.22,16.6,9.36,0.441,282.0,0,1,0,6,1,gpay,0
CAP08453,Hyderabad,bike,11,parttime,27,15,10,4,0.821,0.801,0.095,0.097,13.7,12.63,0.239,61.0,3,1,0,5,1,gpay,1
CAP08454,Delhi,auto,4,fulltime,85,61,49,21,0.744,0.058,0.393,0.14,26.0,21.12,0.353,509.0,2,0,0,6,1,gpay,1
CAP08455,Bengaluru,bike,11,parttime,28,18,10,7,0.724,0.367,0.753,0.22,17.5,7.0,0.278,51.0,2,1,1,7,0,amazon_pay,1
CAP08456,Chennai,bike,10,fulltime,89,61,47,28,0.678,0.315,0.617,0.22,18.7,11.95,0.457,348.0,2,0,1,5,0,cash,0
CAP08457,Hyderabad,bike,2,parttime,36,22,15,13,0.622,0.627,0.257,0.08,17.8,11.92,0.297,190.0,2,1,1,7,2,gpay,0
CAP08458,Delhi,bike,10,parttime,31,19,15,8,0.719,0.178,0.531,0.093,18.7,7.77,0.546,75.0,2,0,1,8,1,cash,1
CAP08459,Bengaluru,bike,9,fulltime,70,51,26,19,0.718,0.251,0.343,0.22,18.6,12.73,0.616,252.0,1,1,1,4,1,gpay,0
CAP08460,Delhi,bike,3,parttime,26,24,18,13,0.481,0.158,0.666,0.206,13.3,9.63,0.312,133.0,1,0,0,4,1,gpay,0
CAP08461,Delhi,auto,9,parttime,23,12,9,7,0.667,0.641,0.135,0.14,25.7,21.78,0.036,175.0,5,1,0,12,1,amazon_pay,0
CAP08462,Bengaluru,bike,7,fulltime,86,57,51,29,0.655,0.344,0.59,0.08,21.4,12.79,0.213,455.0,0,1,0,9,0,qr_scan,0
CAP08463,Pune,bike,6,parttime,26,24,15,9,0.63,0.91,0.449,0.153,18.5,13.51,0.306,137.0,2,1,0,4,0,gpay,0
CAP08464,Delhi,bike,11,parttime,34,23,20,16,0.514,0.454,0.384,0.152,11.9,9.86,0.232,178.0,3,1,0,7,2,cash,0
CAP08465,Bengaluru,auto,12,parttime,20,16,7,6,0.667,0.57,0.131,0.14,26.7,19.34,0.861,133.0,3,1,0,7,1,amazon_pay,0
CAP08466,Hyderabad,bike,11,fulltime,88,57,33,17,0.798,0.428,0.498,0.22,24.0,11.22,0.478,198.0,1,1,0,8,0,amazon_pay,0
CAP08467,Hyderabad,bike,3,parttime,30,23,11,5,0.806,0.694,0.294,0.22,15.1,10.34,0.547,54.0,1,0,1,3,0,amazon_pay,1
CAP08468,Bengaluru,bike,11,parttime,39,24,13,7,0.8,0.408,0.619,0.22,18.9,10.17,0.432,74.0,2,0,0,5,0,qr_scan,0
CAP08469,Bengaluru,bike,7,parttime,36,27,16,11,0.676,0.311,0.492,0.22,17.1,12.27,0.031,140.0,0,0,0,8,3,gpay,1
CAP08470,Bengaluru,bike,11,fulltime,77,57,43,36,0.526,0.371,0.364,0.22,14.5,13.26,0.361,496.0,2,0,0,6,1,paytm,1
CAP08471,Bengaluru,auto,3,parttime,22,19,9,6,0.696,0.607,0.304,0.14,17.3,16.55,0.341,114.0,1,0,0,12,1,paytm,0
CAP08472,Hyderabad,bike,11,parttime,34,29,16,7,0.771,0.105,0.052,0.22,12.5,12.31,0.75,90.0,4,0,0,11,1,qr_scan,1
CAP08473,Bengaluru,bike,6,parttime,31,19,15,5,0.812,0.431,0.733,0.09,12.8,8.59,0.768,52.0,4,1,0,7,1,paytm,1
CAP08474,Pune,auto,8,parttime,33,30,23,15,0.529,0.612,0.12,0.04,21.4,18.97,0.257,364.0,3,0,1,6,1,cash,0
CAP08475,Chennai,bike,5,fulltime,88,62,45,36,0.584,0.738,0.692,0.194,24.6,9.28,0.272,359.0,0,0,0,8,1,amazon_pay,0
CAP08476,Bengaluru,bike,11,parttime,40,22,17,11,0.707,0.8,0.567,0.109,18.4,10.0,0.58,131.0,2,0,0,4,0,gpay,0
CAP08477,Chennai,bike,11,fulltime,68,39,31,17,0.739,0.547,0.232,0.171,16.0,12.6,0.575,237.0,3,1,0,7,2,amazon_pay,1
CAP08478,Chennai,bike,3,parttime,28,20,11,5,0.793,0.305,0.198,0.08,14.6,12.9,0.406,79.0,1,0,0,6,0,amazon_pay,1
CAP08479,Delhi,bike,6,parttime,27,24,17,11,0.571,0.227,0.445,0.22,20.5,8.93,0.838,102.0,1,0,0,6,1,qr_scan,1
CAP08480,Bengaluru,bike,8,fulltime,74,45,36,25,0.653,0.147,0.345,0.104,11.8,13.06,0.837,390.0,1,1,0,5,1,amazon_pay,1
CAP08481,Bengaluru,auto,10,fulltime,98,72,56,47,0.515,0.794,0.259,0.14,31.8,20.91,0.282,1127.0,0,0,0,5,1,qr_scan,0
CAP08482,Delhi,auto,3,fulltime,84,64,43,34,0.588,0.039,0.292,0.117,19.7,19.1,0.259,765.0,3,1,0,5,1,gpay,0
CAP08483,Delhi,auto,12,fulltime,81,73,48,31,0.61,0.46,0.594,0.105,13.5,16.88,0.546,624.0,3,1,0,8,1,cash,0
CAP08484,Chennai,bike,11,parttime,27,14,8,6,0.75,0.817,0.246,0.144,25.8,11.87,0.378,81.0,3,0,0,9,0,paytm,1
CAP08485,Chennai,bike,11,fulltime,74,67,43,17,0.76,0.726,0.267,0.22,9.5,13.72,0.488,243.0,4,1,1,8,0,gpay,0
CAP08486,Bengaluru,bike,5,parttime,27,17,13,6,0.75,0.501,0.774,0.22,19.6,8.11,0.621,51.0,2,1,1,3,1,gpay,1
CAP08487,Hyderabad,bike,9,parttime,31,27,17,13,0.562,0.384,0.574,0.22,15.6,12.01,0.618,162.0,4,1,0,5,1,cash,0
CAP08488,Bengaluru,auto,10,parttime,31,22,16,9,0.688,0.624,0.25,0.097,15.5,23.37,0.033,253.0,2,1,0,2,0,cash,0
CAP08489,Bengaluru,bike,10,fulltime,75,51,47,32,0.566,0.655,0.349,0.22,17.9,10.5,0.137,349.0,1,1,0,5,0,gpay,0
CAP08490,Pune,auto,3,parttime,21,19,8,6,0.682,0.815,0.245,0.14,33.9,21.75,0.202,150.0,6,1,1,4,1,gpay,0
CAP08491,Bengaluru,bike,12,parttime,40,34,28,25,0.366,0.651,0.492,0.22,17.5,10.53,0.424,274.0,4,0,0,3,0,gpay,0
CAP08492,Hyderabad,bike,11,fulltime,79,58,47,42,0.462,0.245,0.808,0.08,18.0,11.13,0.489,573.0,2,0,0,5,1,gpay,0
CAP08493,Delhi,bike,2,fulltime,95,66,46,25,0.729,0.377,0.693,0.22,20.2,11.0,0.014,286.0,1,1,1,3,1,paytm,0
CAP08494,Bengaluru,bike,11,parttime,27,18,9,6,0.75,0.206,0.328,0.22,18.9,11.92,0.164,74.0,1,1,1,5,1,gpay,1
CAP08495,Delhi,auto,8,parttime,33,27,16,11,0.647,0.661,0.159,0.14,23.8,16.89,0.197,213.0,4,1,0,12,2,amazon_pay,1
CAP08496,Delhi,auto,7,fulltime,71,50,30,15,0.778,0.506,0.029,0.14,26.9,18.72,0.406,322.0,2,1,0,11,1,cash,0
CAP08497,Hyderabad,bike,12,parttime,30,24,19,11,0.613,0.774,0.256,0.22,17.3,13.08,0.234,150.0,1,1,0,3,1,paytm,1
CAP08498,Bengaluru,bike,9,parttime,25,17,11,6,0.731,0.45,0.138,0.22,18.3,9.51,0.145,59.0,5,0,0,7,2,qr_scan,1
CAP08499,Bengaluru,bike,4,parttime,26,18,11,8,0.667,0.771,0.172,0.22,9.6,8.9,0.532,74.0,3,0,1,6,0,amazon_pay,0
CAP08500,Hyderabad,bike,3,fulltime,94,64,49,34,0.632,0.073,0.753,0.22,14.2,12.24,0.648,433.0,1,0,0,1,1,paytm,0
CAP08501,Bengaluru,bike,10,fulltime,84,77,44,39,0.529,0.203,0.462,0.16,14.1,12.27,0.391,536.0,1,0,0,3,3,paytm,0
CAP08502,Bengaluru,auto,5,fulltime,74,63,48,23,0.68,0.595,0.223,0.14,41.6,18.77,0.32,495.0,4,0,1,8,0,gpay,0
CAP08503,Delhi,bike,11,fulltime,92,74,69,49,0.462,0.573,0.065,0.143,16.7,12.21,0.159,684.0,0,0,1,4,1,cash,1
CAP08504,Bengaluru,bike,1,parttime,27,22,12,9,0.643,0.947,0.133,0.22,8.0,7.0,0.379,66.0,3,1,0,5,1,paytm,1
CAP08505,Chennai,auto,5,parttime,31,19,9,3,0.875,0.628,0.468,0.093,33.4,18.99,0.545,69.0,7,1,0,12,1,gpay,1
CAP08506,Bengaluru,bike,3,parttime,25,23,21,15,0.385,0.718,0.367,0.08,14.8,13.98,0.137,257.0,3,1,0,8,2,gpay,0
CAP08507,Hyderabad,bike,1,parttime,29,17,10,7,0.733,0.296,0.86,0.141,12.7,10.08,0.3,81.0,2,0,0,7,0,qr_scan,1
CAP08508,Delhi,bike,3,fulltime,84,53,41,22,0.729,0.31,0.434,0.085,17.3,13.65,0.404,366.0,2,0,0,3,1,amazon_pay,0
CAP08509,Bengaluru,bike,5,fulltime,74,41,25,23,0.68,0.481,0.527,0.08,17.9,11.78,0.749,332.0,1,0,1,8,2,gpay,0
CAP08510,Bengaluru,bike,5,parttime,19,13,11,6,0.65,0.566,0.473,0.22,13.3,10.6,0.234,66.0,2,0,0,8,1,gpay,1
